practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blank_txt.started,blank_txt.stopped,practice_frequency,practice_level,psychopy_volume,tProbe.started,tProbe.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_early.keys,tToo_early.corr,tToo_early.started,tToo_early.stopped,tToo_late.keys,tToo_late.corr,tToo_late.started,tToo_late.stopped,you_done_goofed.started,you_done_goofed.stopped,Init_phase,Frequency,Level,Psychopy_Volume,Catch trial,probe.started,probe.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,too_late.keys,too_late.corr,too_late.started,too_late.stopped,Audiogram,participant,session,Language (english or french),Tone duration (ms),date,expName,psychopyVersion,frameRate,
,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",8000,10,0.0005740768107484417,False,0.009650099906139076,None,['space'],1,[0.5161303000058979],92.40336629992817,93.40579859993886,None,1,93.40579859993886,92.40336629992817,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",750,-10,1.2851978913844322e-05,False,0.008788399863988161,None,None,0,,95.90806829999201,96.90968989999965,None,1,96.90968989999965,95.90806829999201,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10], [750, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",750,10,0.00012851978913844324,False,0.010202699922956526,0.20750749995931983,['space'],1,[0.3886599999386817],99.98682120000012,100.99581530003343,None,1,100.99581530003343,99.98682120000012,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10], [750, -10], [750, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",,,,True,0.006974133430048823,None,None,0,,103.55185489996802,104.55902980000246,None,1,104.55902980000246,103.55185489996802,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10], [750, -10], [750, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",500,-10,2.259279721874613e-05,False,0.010877300053834915,None,None,0,,107.04639819997828,108.0631868999917,None,1,108.0631868999917,107.04639819997828,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10], [750, -10], [750, 10], [500, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",500,10,0.0002259279721874612,False,0.005074299988336861,0.19761220004875213,['space'],1,[0.6668604000005871],109.29291810002178,110.31914369994774,None,1,110.31914369994774,109.29291810002178,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10], [750, -10], [750, 10], [500, -10], [500, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",250,-10,5.296268625886443e-05,False,0.014727399917319417,None,None,0,,111.49371019995306,112.49518600001466,None,1,112.49518600001466,111.49371019995306,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",,,,True,0.012325033429078758,None,None,0,,114.67531439999584,115.69190520001575,None,1,115.69190520001575,114.67531439999584,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",250,10,0.0005296268625886444,False,0.0027548999059945345,0.19030469993595034,['space'],1,[0.6750899999169633],117.58058189996518,118.60274010000285,None,1,118.60274010000285,117.58058189996518,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",125,-10,0.0002285440948074376,False,0.015106766717508435,None,None,0,,119.84685089997947,120.84350169997197,None,1,120.84350169997197,119.84685089997947,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10], [125, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",125,0,0.000722719885372964,False,0.012337499996647239,None,['space'],1,[0.49756199994590133],122.26172940002289,123.27277919999324,None,1,123.27277919999324,122.26172940002289,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10], [125, -10], [125, 0]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",,,,True,0.012655033264309168,None,None,0,,124.43689260003157,125.44843679992482,None,1,125.44843679992482,124.43689260003157,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [8000, -10], [8000, 0], [8000, 10], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10], [125, -10], [125, 0]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",353.5533905932738,-1.0,7.897582242723967e-05,False,0.008873533457517624,None,['space'],1,[0.4628210000228137],131.5115999999689,132.52052020002156,None,1,132.52052020002156,131.5115999999689,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,189.4645708137998,-3.0,0.0002150824380376982,False,0.015802399953827262,None,['space'],1,[0.49319479998666793],136.3622007999802,137.3761005999986,None,1,137.3761005999986,136.3622007999802,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,4594.793419988137,-1.0,0.0001112864677867834,False,0.004786266596056521,0.19512846658471972,['space'],1,[0.5578212999971583],139.68983869999647,140.71806779992767,None,1,140.71806779992767,139.68983869999647,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.012031933409161866,None,None,0,,143.61483159998897,144.62765099992976,None,1,144.62765099992976,143.61483159998897,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,2297.3967099940687,-2.0,6.466169967930508e-05,False,0.00963276659604162,None,['space'],1,[0.6059432999463752],148.59243249997962,149.6054063999327,None,1,149.6054063999327,148.59243249997962,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,615.5722066724584,-3.0,3.781520069199877e-05,False,0.015272866701707244,None,['space'],1,[0.4784617000259459],153.69656429998577,154.7108348000329,None,1,154.7108348000329,153.69656429998577,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,1319.5079107728945,-4.0,3.3304181786869376e-05,False,0.010443933308124542,None,None,0,,158.1374956999207,159.14904569997452,None,1,159.14904569997452,158.1374956999207,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.013160133268684149,None,None,0,,161.87959429994226,162.88992759992834,None,1,162.88992759992834,161.87959429994226,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,329.87697769322364,-5.0,5.328686774000889e-05,False,0.004412466660141945,0.19708806672133505,None,0,,165.8464739000192,166.84952439996414,None,1,166.84952439996414,165.8464739000192,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,125.0,-5.0,0.00040641525808204974,False,0.006478400086052716,None,['space'],1,[0.5185939000220969],169.61724819999654,170.6341089999769,None,1,170.6341089999769,169.61724819999654,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,6062.8662660415985,-1.0,0.00010590954282987185,False,0.005985566531307995,None,None,0,,173.83459590002894,174.85413829993922,None,1,174.85413829993922,173.83459590002894,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.014714933349750936,None,None,0,,175.92996270000003,176.936260699993,None,1,176.936260699993,175.92996270000003,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,203.0630990890589,-6.0,0.0001300285315416542,False,0.007898366777226329,None,['space'],1,[0.6356749000260606],180.17161379999015,181.16526249994058,None,1,181.16526249994058,180.17161379999015,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,1741.101126592249,-3.0,4.4686737719638414e-05,False,0.0018856333335861564,0.18834263330791146,None,0,,183.93843310000375,184.96481099992525,None,1,184.96481099992525,183.93843310000375,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,3249.0095854249403,-5.0,3.9789718818038276e-05,False,0.009472866775467992,None,None,0,,188.8646014999831,189.88125279999804,None,1,189.88125279999804,188.8646014999831,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,870.5505632961246,-5.0,2.270354786719523e-05,False,0.0131814667256549,None,None,0,,192.61548129993025,193.61838450003415,None,1,193.61838450003415,192.61548129993025,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.01647163333836943,None,None,0,,195.4422875000164,196.46434329997282,None,1,196.46434329997282,195.4422875000164,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,500.0,-5.0,4.017630610928089e-05,False,0.005668299971148372,0.19941310002468526,None,0,,200.54663779994007,201.56000629998744,None,1,201.56000629998744,200.54663779994007,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,8000.0,3.0,0.0002564306919956826,False,0.002274433267302811,None,None,0,,205.27262269996572,206.28510999993887,None,1,206.28510999993887,205.27262269996572,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,164.93848884661182,-9.0,0.00013948972476246718,False,0.006299066822975874,None,None,0,,209.47859960002825,210.50906700000633,None,1,210.50906700000633,209.47859960002825,,luc,001,fr,200,2022-07-08_13h59.30.017,Bayesian,2022.1.1,None,
