practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blank_txt.started,blank_txt.stopped,practice_frequency,practice_level,psychopy_volume,tProbe.started,tProbe.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_early.keys,tToo_early.corr,tToo_early.started,tToo_early.stopped,tToo_late.keys,tToo_late.corr,tToo_late.started,tToo_late.stopped,you_done_goofed.started,you_done_goofed.stopped,Init_phase,Frequency,Level,Psychopy_Volume,Catch trial,probe.started,probe.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,too_late.keys,too_late.corr,too_late.started,too_late.stopped,Audiogram,participant,session,Language (english or french),Tone duration (ms),date,expName,psychopyVersion,frameRate,
,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,267.9433656340732,18.0,0.0011793657968902868,False,0.004283633432351053,None,['space'],1,[0.6017213000450283],376.8390339000616,377.85829190001823,None,1,377.85829190001823,376.8390339000616,,rdzaqd,001,fr,200,2022-05-06_14h06.54.932,Bayesian,2022.1.1,None,
,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,6062.8662660415985,-1.0,0.00010590954282987185,False,0.003047899925149977,0.19127609999850392,None,0,,382.55630489997566,383.56979650002904,None,1,383.56979650002904,382.55630489997566,,rdzaqd,001,fr,200,2022-05-06_14h06.54.932,Bayesian,2022.1.1,None,
,,,,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,2828.42712474619,-2.0,5.201735198753194e-05,False,0.013306533335708082,None,None,0,,386.6339643000392,387.656143900007,None,1,387.656143900007,386.6339643000392,,rdzaqd,001,fr,200,2022-05-06_14h06.54.932,Bayesian,2022.1.1,None,
,,,,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.014300533337518573,None,None,0,,389.5001063999953,390.5166277999524,None,1,390.5166277999524,389.5001063999953,,rdzaqd,001,fr,200,2022-05-06_14h06.54.932,Bayesian,2022.1.1,None,
,,,,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,378.9291416275994,16.0,0.0005175399681730862,False,0.008633266668766737,None,None,0,,394.22509850002825,395.2433272000635,None,1,395.2433272000635,394.22509850002825,,rdzaqd,001,fr,200,2022-05-06_14h06.54.932,Bayesian,2022.1.1,None,
,,,,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,164.93848884661182,19.0,0.003503823469658472,False,0.004314033198170364,None,None,0,,399.9393329999875,400.9520807999652,None,1,400.9520807999652,399.9393329999875,,rdzaqd,001,fr,200,2022-05-06_14h06.54.932,Bayesian,2022.1.1,None,
,,,,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,933.0329915368076,14.0,0.00021124599677190757,False,0.002489133272320032,0.18943823326844722,['space'],1,[0.6463603000156581],405.6760117999511,406.68529120006133,None,1,406.68529120006133,405.6760117999511,,rdzaqd,001,fr,200,2022-05-06_14h06.54.932,Bayesian,2022.1.1,None,
,,,,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,8000.0,-4.0,0.00011454338263838867,False,0.006855566753074527,0.20001616678200662,None,0,,411.42922579997685,412.4303206000477,None,1,412.4303206000477,411.42922579997685,,rdzaqd,001,fr,200,2022-05-06_14h06.54.932,Bayesian,2022.1.1,None,
,,,,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.010723033337853849,None,None,0,,415.31597920006607,416.3376915999688,None,1,416.3376915999688,415.31597920006607,,rdzaqd,001,fr,200,2022-05-06_14h06.54.932,Bayesian,2022.1.1,None,
,,,,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,125.0,21.0,0.008109050486794653,False,0.009676999994553626,0.2056923999916762,['space'],1,[0.5783294000430033],420.71853179996833,421.73865189997014,None,1,421.73865189997014,420.71853179996833,,rdzaqd,001,fr,200,2022-05-06_14h06.54.932,Bayesian,2022.1.1,None,
