practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blank_txt.started,blank_txt.stopped,practice_frequency,practice_level,psychopy_volume,tProbe.started,tProbe.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_early.keys,tToo_early.corr,tToo_early.started,tToo_early.stopped,tToo_late.keys,tToo_late.corr,tToo_late.started,tToo_late.stopped,you_done_goofed.started,you_done_goofed.stopped,Init_phase,Frequency,Level,Psychopy_Volume,Catch trial,probe.started,probe.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,too_late.keys,too_late.corr,too_late.started,too_late.stopped,too_late.rt,Audiogram,participant,session,Language (english or french),Tone duration (ms),date,expName,psychopyVersion,frameRate,
,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,659.7539553864473,0.0,4.855544497866433e-05,False,0.007405300013488159,None,None,0,,192.62852249998832,193.63023569999496,None,1,193.63023569999496,192.62852249998832,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,1414.213562373095,-1.0,4.494787037834757e-05,False,0.0094606333586853,None,None,0,,197.55342919999384,198.57116019999376,['space'],0,198.57116019999376,197.55342919999384,[0.8188156000105664],,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.009349233325337991,None,None,0,,199.76645130000543,200.79008099998464,None,1,200.79008099998464,199.76645130000543,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,5278.031643091578,7.0,0.00031900269775884976,False,0.005175966682145372,None,['space'],1,[0.38135650000185706],204.20861729999888,205.22755250000046,None,1,205.22755250000046,204.20861729999888,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,307.7861033362292,15.0,0.0005975641567313955,False,0.012631633318960667,None,None,0,,207.7397869999986,208.75078099998063,None,1,208.75078099998063,207.7397869999986,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,2639.015821545789,12.0,0.0003075638911657634,False,0.012927666684845462,None,['space'],1,[0.44418059999588877],212.99454359998344,214.0038316999853,None,1,214.0038316999853,212.99454359998344,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,176.7766952966369,10.0,0.0011068635160945309,False,0.014057333319215104,None,['space'],1,[0.4777973000018392],216.43226820000564,217.44079039999633,None,1,217.44079039999633,216.43226820000564,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,406.12619817811805,13.0,0.0003405575752341679,False,0.009796033351449296,None,['space'],1,[0.5422781000088435],219.95153729998856,220.96071869999287,None,1,220.96071869999287,219.95153729998856,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.012451233313186094,None,None,0,,222.8906733999902,223.900306800002,None,1,223.900306800002,222.8906733999902,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,2000.0,4.0,0.00011856868528308277,False,0.0006559333414770663,None,None,0,,226.49313809999148,227.5083490999823,None,1,227.5083490999823,226.49313809999148,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,8000.0,-2.0,0.00014420157515633036,False,0.014278266666224226,None,['space'],1,[0.1371950999891851],231.0449149000051,232.07005079998635,None,1,232.07005079998635,231.0449149000051,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,933.0329915368076,-1.0,3.756544065126319e-05,False,0.004747899976791814,0.1968788999656681,None,0,,234.78953759997967,235.81070349999936,None,1,235.81070349999936,234.78953759997967,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.012791033339453861,None,None,0,,237.21217699997942,238.219379999995,None,1,238.219379999995,237.21217699997942,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,125.0,12.0,0.002877199686685786,False,0.002703833335544914,None,['space'],1,[0.4154547000071034],242.60693409998203,243.60709030000726,None,1,243.60709030000726,242.60693409998203,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,6062.8662660415985,-1.0,0.00010590954282987185,False,0.0016172666801139712,None,None,0,,246.08909669998684,247.11692479997873,None,1,247.11692479997873,246.08909669998684,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,233.2582478842019,13.0,0.0008946312709767914,False,0.011419566668337211,None,['space'],1,[0.3843529000005219],250.17347459998564,251.18490799999563,None,1,251.18490799999563,250.17347459998564,,,regvnx,001,fr,200,2022-04-28_14h47.25.555,Bayesian,2022.1.1,None,
