practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blank_txt.started,blank_txt.stopped,practice_frequency,practice_level,psychopy_volume,tProbe.started,tProbe.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_early.keys,tToo_early.corr,tToo_early.started,tToo_early.stopped,tToo_late.keys,tToo_late.corr,tToo_late.started,tToo_late.stopped,you_done_goofed.started,you_done_goofed.stopped,Init_phase,Frequency,Level,Psychopy_Volume,Catch trial,probe.started,probe.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,too_late.keys,too_late.corr,too_late.started,too_late.stopped,Audiogram,participant,session,Language (english or french),Tone duration (ms),date,expName,psychopyVersion,frameRate,
,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,574.3491774985172,3.0,8.45350024333888e-05,False,0.00911596667720005,0.20508216667803936,None,0,,226.01638479999383,227.03516309999395,None,1,227.03516309999395,226.01638479999383,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.01084893333609216,None,None,0,,228.86453629999596,229.87291200000618,None,1,229.87291200000618,228.86453629999596,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,6062.8662660415985,-4.0,7.497821437245907e-05,False,0.0049777000094763935,None,['space'],1,[0.46915119999903254],234.07439069999964,235.07960640000238,None,1,235.07960640000238,234.07439069999964,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,4287.0938501451765,0.0,0.00010369393866016962,False,0.011117999980342574,None,['space'],1,[0.4613060999981826],237.7130252000061,238.72407280000334,None,1,238.72407280000334,237.7130252000061,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,1148.6983549970344,8.0,0.00012627772590742052,False,0.01005329999316018,None,['space'],1,[0.5362619000079576],242.30253960000118,243.31941510000615,None,1,243.31941510000615,242.30253960000118,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,1624.5047927124701,2.0,7.283765795300079e-05,False,0.010841966650332324,None,None,0,,246.5605232999951,247.56676190000144,None,1,247.56676190000144,246.5605232999951,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.009293433337006718,None,None,0,,248.95923670000047,249.99119939999946,None,1,249.99119939999946,248.95923670000047,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,378.9291416275994,-1.0,7.310446358873497e-05,False,0.010297533342964016,None,None,0,,253.9028127000056,254.9226895000029,None,1,254.9226895000029,253.9028127000056,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,8000.0,-5.0,0.00010208689723347648,False,0.0033918666740646586,None,None,0,,258.53308639999887,259.5471678000031,None,1,259.5471678000031,258.53308639999887,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,2639.015821545789,4.0,0.00012244339047642582,False,0.006162833335110918,0.19865673333697487,None,0,,262.58592850000423,263.5842185999936,None,1,263.5842185999936,262.58592850000423,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.007975433327374049,0.20143363333772868,None,0,,265.1688556000008,266.1775564999989,None,1,266.1775564999989,265.1688556000008,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,250.0,3.0,0.00023657562948074026,False,0.008148166656610556,None,['space'],1,[0.45860610000090674],269.4376085999975,270.44942289999744,None,1,270.44942289999744,269.4376085999975,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,4924.577653379667,-5.0,8.29771495980672e-05,False,0.00892026667133905,None,None,0,,273.1090861999983,274.1198013999965,None,1,274.1198013999965,273.1090861999983,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,164.93848884661182,4.0,0.0006230777132504799,False,0.007119400004739873,None,['space'],1,[0.47778139999718405],276.93740939999407,277.9320743999997,None,1,277.9320743999997,276.93740939999407,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.013217933345003985,None,None,0,,280.45426769999904,281.48488240000734,None,1,281.48488240000734,280.45426769999904,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
,,,,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,812.2523963562351,10.0,0.00012243172279601027,False,0.007249566682730801,None,['space'],1,[0.5200190999894403],285.12786320000305,286.133579500005,None,1,286.133579500005,285.12786320000305,,quicsb,001,fr$*,200,2022-07-21_14h50.13.060,Bayesian,2022.1.1,None,
